PR Number,Author,Labels,PR Link
429,locust580,submission,https://github.com/hackclub/OnBoard/pull/429
426,oliverjudson2,submission,https://github.com/hackclub/OnBoard/pull/426
424,Raptor-Coder,submission,https://github.com/hackclub/OnBoard/pull/424
423,GeckoK,submission,https://github.com/hackclub/OnBoard/pull/423
416,pxldevv,submission,https://github.com/hackclub/OnBoard/pull/416
413,revaga,submission,https://github.com/hackclub/OnBoard/pull/413
411,JustJoshingYa,submission,https://github.com/hackclub/OnBoard/pull/411
410,lowkeyvansh,submission,https://github.com/hackclub/OnBoard/pull/410
407,Toricane,submission,https://github.com/hackclub/OnBoard/pull/407
405,fhwolff,submission,https://github.com/hackclub/OnBoard/pull/405
401,Swamstick911,submission,https://github.com/hackclub/OnBoard/pull/401
396,Cai0n29,submission,https://github.com/hackclub/OnBoard/pull/396
395,Jckoneal,submission,https://github.com/hackclub/OnBoard/pull/395
390,SAVVY1710,submission,https://github.com/hackclub/OnBoard/pull/390
386,rayhanadev,submission,https://github.com/hackclub/OnBoard/pull/386
384,JoseMoranUrena523,submission,https://github.com/hackclub/OnBoard/pull/384
382,Patcybermind,submission,https://github.com/hackclub/OnBoard/pull/382
381,maxsrobotics,submission,https://github.com/hackclub/OnBoard/pull/381
380,brunoblaise,submission,https://github.com/hackclub/OnBoard/pull/380
379,Jbryant5213,submission,https://github.com/hackclub/OnBoard/pull/379
375,KoKoOogit,submission,https://github.com/hackclub/OnBoard/pull/375
367,ari-kl,submission,https://github.com/hackclub/OnBoard/pull/367
366,Lightshayan,submission,https://github.com/hackclub/OnBoard/pull/366
363,Scrlpter,submission,https://github.com/hackclub/OnBoard/pull/363
362,therealfiish,"submission, no hcb needed",https://github.com/hackclub/OnBoard/pull/362
361,ebilesh,submission,https://github.com/hackclub/OnBoard/pull/361
359,thecooldoggo,submission,https://github.com/hackclub/OnBoard/pull/359
358,EwoudVV,submission,https://github.com/hackclub/OnBoard/pull/358
357,aaronjamt,submission,https://github.com/hackclub/OnBoard/pull/357
356,APurbiya,"submission, no hcb needed",https://github.com/hackclub/OnBoard/pull/356
352,APurbiya,submission,https://github.com/hackclub/OnBoard/pull/352
351,Shortcircuit-163,submission,https://github.com/hackclub/OnBoard/pull/351
349,Scott170c,submission,https://github.com/hackclub/OnBoard/pull/349
347,KrauseOlly,submission,https://github.com/hackclub/OnBoard/pull/347
346,Brelee2222,submission,https://github.com/hackclub/OnBoard/pull/346
345,iUnstable0,submission,https://github.com/hackclub/OnBoard/pull/345
343,crnicholson,submission,https://github.com/hackclub/OnBoard/pull/343
342,Vinci-C,submission,https://github.com/hackclub/OnBoard/pull/342
341,baesianman,submission,https://github.com/hackclub/OnBoard/pull/341
340,chinh4thepro,submission,https://github.com/hackclub/OnBoard/pull/340
339,StuoodJ,submission,https://github.com/hackclub/OnBoard/pull/339
338,Jckoneal,submission,https://github.com/hackclub/OnBoard/pull/338
337,whatwareweb,submission,https://github.com/hackclub/OnBoard/pull/337
335,BioSh0cked,submission,https://github.com/hackclub/OnBoard/pull/335
334,AyaanT0,submission,https://github.com/hackclub/OnBoard/pull/334
331,shadow2418889,submission,https://github.com/hackclub/OnBoard/pull/331
325,HudsonL213,submission,https://github.com/hackclub/OnBoard/pull/325
324,BadPotato1007,submission,https://github.com/hackclub/OnBoard/pull/324
322,AriM224,submission,https://github.com/hackclub/OnBoard/pull/322
317,KaiEtkin,submission,https://github.com/hackclub/OnBoard/pull/317
315,therealfiish,submission,https://github.com/hackclub/OnBoard/pull/315
313,CoolCoderSJ,"submission, no hcb needed",https://github.com/hackclub/OnBoard/pull/313
312,KingsmanBaca,submission,https://github.com/hackclub/OnBoard/pull/312
310,AverseABFun,"submission, no hcb needed",https://github.com/hackclub/OnBoard/pull/310
309,big-man-max,submission,https://github.com/hackclub/OnBoard/pull/309
304,AgentM7,submission,https://github.com/hackclub/OnBoard/pull/304
303,aicoder2009,submission,https://github.com/hackclub/OnBoard/pull/303
302,torbers,submission,https://github.com/hackclub/OnBoard/pull/302
301,TheSaltTable,submission,https://github.com/hackclub/OnBoard/pull/301
300,thelouisgan,submission,https://github.com/hackclub/OnBoard/pull/300
297,spencerl20,submission,https://github.com/hackclub/OnBoard/pull/297
295,adammakesthingsdev,submission,https://github.com/hackclub/OnBoard/pull/295
294,AV-01,submission,https://github.com/hackclub/OnBoard/pull/294
291,polypixeldev,"submission, no hcb needed",https://github.com/hackclub/OnBoard/pull/291
290,glitchyfuzzy,submission,https://github.com/hackclub/OnBoard/pull/290
288,PilotOfGolf,submission,https://github.com/hackclub/OnBoard/pull/288
287,tamzid1000,submission,https://github.com/hackclub/OnBoard/pull/287
285,goldpanda2258,submission,https://github.com/hackclub/OnBoard/pull/285
284,alx-alexpark,submission,https://github.com/hackclub/OnBoard/pull/284
281,Vipremigini,submission,https://github.com/hackclub/OnBoard/pull/281
280,yutarour,submission,https://github.com/hackclub/OnBoard/pull/280
279,karmanyaahm,"submission, no hcb needed",https://github.com/hackclub/OnBoard/pull/279
277,ghost,submission,https://github.com/hackclub/OnBoard/pull/277
276,Connor2648,"submission, no hcb needed",https://github.com/hackclub/OnBoard/pull/276
275,2008wbbv,submission,https://github.com/hackclub/OnBoard/pull/275
274,NotIshi28,submission,https://github.com/hackclub/OnBoard/pull/274
272,28add11,submission,https://github.com/hackclub/OnBoard/pull/272
269,taciturnaxolotl,"submission, no hcb needed",https://github.com/hackclub/OnBoard/pull/269
268,rouguecrow10639,"submission, no hcb needed",https://github.com/hackclub/OnBoard/pull/268
265,AverseABFun,submission,https://github.com/hackclub/OnBoard/pull/265
262,arielTROY,submission,https://github.com/hackclub/OnBoard/pull/262
259,agreedrn,submission,https://github.com/hackclub/OnBoard/pull/259
258,DavidKarpinski,submission,https://github.com/hackclub/OnBoard/pull/258
257,Taylortot11,submission,https://github.com/hackclub/OnBoard/pull/257
253,Connor2648,submission,https://github.com/hackclub/OnBoard/pull/253
251,27bchaos,submission,https://github.com/hackclub/OnBoard/pull/251
248,Connor2648,submission,https://github.com/hackclub/OnBoard/pull/248
246,taciturnaxolotl,submission,https://github.com/hackclub/OnBoard/pull/246
245,Ethancatepete,submission,https://github.com/hackclub/OnBoard/pull/245
244,BrightTheBackpack,submission,https://github.com/hackclub/OnBoard/pull/244
243,BoredFishRE,"submission, no hcb needed",https://github.com/hackclub/OnBoard/pull/243
242,HubertK05,submission,https://github.com/hackclub/OnBoard/pull/242
241,GearBoxFox,submission,https://github.com/hackclub/OnBoard/pull/241
240,noob10293,submission,https://github.com/hackclub/OnBoard/pull/240
239,Samarpan1122,"submission, no hcb needed",https://github.com/hackclub/OnBoard/pull/239
238,AdamCodes2023,submission,https://github.com/hackclub/OnBoard/pull/238
237,mickeydarrenlau,submission,https://github.com/hackclub/OnBoard/pull/237
236,rouguecrow10639,submission,https://github.com/hackclub/OnBoard/pull/236
234,durzal1,submission,https://github.com/hackclub/OnBoard/pull/234
232,thaddeuskkr,submission,https://github.com/hackclub/OnBoard/pull/232
229,ofluffydev,submission,https://github.com/hackclub/OnBoard/pull/229
228,krrishvchhabra,"submission, no hcb needed",https://github.com/hackclub/OnBoard/pull/228
227,SerenityUX,submission,https://github.com/hackclub/OnBoard/pull/227
224,aramshiva,submission,https://github.com/hackclub/OnBoard/pull/224
222,michaelluodrone,submission,https://github.com/hackclub/OnBoard/pull/222
221,Sabya19,submission,https://github.com/hackclub/OnBoard/pull/221
220,wylited,submission,https://github.com/hackclub/OnBoard/pull/220
219,krrishvchhabra,submission,https://github.com/hackclub/OnBoard/pull/219
218,Samarpan1122,submission,https://github.com/hackclub/OnBoard/pull/218
215,arghunter,submission,https://github.com/hackclub/OnBoard/pull/215
214,Kaytlou,submission,https://github.com/hackclub/OnBoard/pull/214
212,thedev132,submission,https://github.com/hackclub/OnBoard/pull/212
209,samratbose10,submission,https://github.com/hackclub/OnBoard/pull/209
208,AsherCarneiro,submission,https://github.com/hackclub/OnBoard/pull/208
206,SirQuackyy,submission,https://github.com/hackclub/OnBoard/pull/206
205,Pradevel,submission,https://github.com/hackclub/OnBoard/pull/205
203,Kirthik-studio,submission,https://github.com/hackclub/OnBoard/pull/203
202,MichaByte,"submission, no hcb needed",https://github.com/hackclub/OnBoard/pull/202
201,Arpan-206,submission,https://github.com/hackclub/OnBoard/pull/201
200,Shrit1401,submission,https://github.com/hackclub/OnBoard/pull/200
199,ktshacx,submission,https://github.com/hackclub/OnBoard/pull/199
198,Itz-Hex,submission,https://github.com/hackclub/OnBoard/pull/198
196,andrearyang,submission,https://github.com/hackclub/OnBoard/pull/196
195,BoredFishRE,submission,https://github.com/hackclub/OnBoard/pull/195
194,alexfinger21,submission,https://github.com/hackclub/OnBoard/pull/194
192,Nikos1508,submission,https://github.com/hackclub/OnBoard/pull/192
191,XomaDev,submission,https://github.com/hackclub/OnBoard/pull/191
189,polypixeldev,submission,https://github.com/hackclub/OnBoard/pull/189
188,cskartikey,submission,https://github.com/hackclub/OnBoard/pull/188
187,2008wbbv,submission,https://github.com/hackclub/OnBoard/pull/187
185,rivques,submission,https://github.com/hackclub/OnBoard/pull/185
184,sanjus-robotic-studio,submission,https://github.com/hackclub/OnBoard/pull/184
181,Arvin-Prem,submission,https://github.com/hackclub/OnBoard/pull/181
180,thekyleliao,submission,https://github.com/hackclub/OnBoard/pull/180
179,IceChes,submission,https://github.com/hackclub/OnBoard/pull/179
178,odysseuskir,submission,https://github.com/hackclub/OnBoard/pull/178
177,one-big-unicorn,submission,https://github.com/hackclub/OnBoard/pull/177
175,devxiexie,submission,https://github.com/hackclub/OnBoard/pull/175
165,Carsblox,submission,https://github.com/hackclub/OnBoard/pull/165
164,skleenn,submission,https://github.com/hackclub/OnBoard/pull/164
162,Shaedil,submission,https://github.com/hackclub/OnBoard/pull/162
161,mrhappyma,submission,https://github.com/hackclub/OnBoard/pull/161
160,pratibha909,submission,https://github.com/hackclub/OnBoard/pull/160
159,YourAva,submission,https://github.com/hackclub/OnBoard/pull/159
141,tryingtobegoodatcoding,submission,https://github.com/hackclub/OnBoard/pull/141
140,YashasSingh,submission,https://github.com/hackclub/OnBoard/pull/140
139,Speedlet1,submission,https://github.com/hackclub/OnBoard/pull/139
138,Sheepy3,submission,https://github.com/hackclub/OnBoard/pull/138
137,rohit2898k,submission,https://github.com/hackclub/OnBoard/pull/137
135,ambraglow,submission,https://github.com/hackclub/OnBoard/pull/135
134,aryan9190,submission,https://github.com/hackclub/OnBoard/pull/134
132,Axiom0599,submission,https://github.com/hackclub/OnBoard/pull/132
130,LGN-infinity,submission,https://github.com/hackclub/OnBoard/pull/130
129,Devnol,submission,https://github.com/hackclub/OnBoard/pull/129
128,karmanyaahm,submission,https://github.com/hackclub/OnBoard/pull/128
126,ShreyShingala,submission,https://github.com/hackclub/OnBoard/pull/126
122,devramsean0,submission,https://github.com/hackclub/OnBoard/pull/122
120,olivesssoup,submission,https://github.com/hackclub/OnBoard/pull/120
115,kvnyng,submission,https://github.com/hackclub/OnBoard/pull/115
114,tandej,submission,https://github.com/hackclub/OnBoard/pull/114
113,MichaByte,submission,https://github.com/hackclub/OnBoard/pull/113
111,samarth641,submission,https://github.com/hackclub/OnBoard/pull/111
108,Amagtoto,submission,https://github.com/hackclub/OnBoard/pull/108
107,yttechnobeast105,submission,https://github.com/hackclub/OnBoard/pull/107
106,BLADE9078,submission,https://github.com/hackclub/OnBoard/pull/106
103,Namastro,submission,https://github.com/hackclub/OnBoard/pull/103
102,rohan-bansal,submission,https://github.com/hackclub/OnBoard/pull/102
100,BLADE9078,submission,https://github.com/hackclub/OnBoard/pull/100
99,sahilchess,submission,https://github.com/hackclub/OnBoard/pull/99
98,Hugoyhu,submission,https://github.com/hackclub/OnBoard/pull/98
97,alialiwa2005,submission,https://github.com/hackclub/OnBoard/pull/97
96,harshit-stacked,submission,https://github.com/hackclub/OnBoard/pull/96
94,acornitum,submission,https://github.com/hackclub/OnBoard/pull/94
89,Steve-Dusty,submission,https://github.com/hackclub/OnBoard/pull/89
88,pankajdaksh,submission,https://github.com/hackclub/OnBoard/pull/88
86,anishanne,submission,https://github.com/hackclub/OnBoard/pull/86
85,Kynson,submission,https://github.com/hackclub/OnBoard/pull/85
84,LinusSkucas,submission,https://github.com/hackclub/OnBoard/pull/84
83,DivyaeArya,submission,https://github.com/hackclub/OnBoard/pull/83
82,Hoverz12,submission,https://github.com/hackclub/OnBoard/pull/82
81,haitomnsg,submission,https://github.com/hackclub/OnBoard/pull/81
80,ansh3108,submission,https://github.com/hackclub/OnBoard/pull/80
75,camdan-me,submission,https://github.com/hackclub/OnBoard/pull/75
74,LucasHT22,submission,https://github.com/hackclub/OnBoard/pull/74
70,Shreeya-Rani,submission,https://github.com/hackclub/OnBoard/pull/70
65,smwwims,submission,https://github.com/hackclub/OnBoard/pull/65
62,EnigmaByte7,submission,https://github.com/hackclub/OnBoard/pull/62
59,sohjeet,submission,https://github.com/hackclub/OnBoard/pull/59
57,GalaxyGamingBoy,submission,https://github.com/hackclub/OnBoard/pull/57
53,itsimpeccable,submission,https://github.com/hackclub/OnBoard/pull/53
52,Babyyoda777,submission,https://github.com/hackclub/OnBoard/pull/52
51,geekjr,submission,https://github.com/hackclub/OnBoard/pull/51
50,briyandyju09,submission,https://github.com/hackclub/OnBoard/pull/50
48,DevSrijit,submission,https://github.com/hackclub/OnBoard/pull/48
47,Shrey-Mehra,submission,https://github.com/hackclub/OnBoard/pull/47
44,CoolCoderSJ,submission,https://github.com/hackclub/OnBoard/pull/44
42,Leo32345,submission,https://github.com/hackclub/OnBoard/pull/42
